user_id,session_id,behavior_label,behavior_id,click_count,view_count,purchase_count,time_on_page,cart_add_count,search_count,session_duration,avg_price_viewed,category_diversity,return_rate
user_123,2,price_sensitive,3,28.0,18.0,1.0,8.8296,5.0,12.0,33.0822,60.6002,0.8386,0.153
user_123,3,price_sensitive,3,20.0,14.0,1.0,7.5329,7.0,10.0,28.2657,126.0929,0.8482,0.1115
user_123,4,price_sensitive,3,30.0,21.0,2.0,9.6509,9.0,17.0,18.0405,165.9979,0.6237,0.1862
user_123,5,price_sensitive,3,29.0,13.0,2.0,8.4145,10.0,13.0,20.351,139.354,0.6328,0.0803
user_123,6,price_sensitive,3,23.0,11.0,3.0,9.3439,9.0,19.0,33.6241,145.0148,0.8375,0.171
user_123,7,price_sensitive,3,22.0,17.0,2.0,6.7116,5.0,12.0,22.259,118.1474,0.843,0.1748
user_123,8,price_sensitive,3,28.0,16.0,1.0,3.8259,5.0,20.0,23.705,65.2003,0.7353,0.182
user_123,9,price_sensitive,3,16.0,27.0,3.0,7.4334,14.0,20.0,16.1343,133.5968,0.6246,0.0903
user_123,10,price_sensitive,3,26.0,24.0,3.0,8.9713,7.0,12.0,30.5326,63.7057,0.7514,0.0841
user_124,1,deal_hunter,6,52.0,34.0,8.0,10.9357,10.0,21.0,38.8115,137.7178,0.8914,0.1762
user_124,2,deal_hunter,6,26.0,21.0,0.0,5.8733,10.0,15.0,42.3634,52.8687,0.977,0.2404
user_124,3,deal_hunter,6,41.0,22.0,1.0,9.4486,12.0,21.0,28.3169,101.6481,0.9214,0.0938
user_124,4,deal_hunter,6,37.0,23.0,1.0,11.624,19.0,17.0,23.6088,106.4146,0.7115,0.2455
user_124,5,deal_hunter,6,46.0,23.0,0.0,10.1446,16.0,21.0,46.7396,68.0231,0.7256,0.1291
user_124,6,deal_hunter,6,36.0,16.0,0.0,7.5596,11.0,18.0,45.5204,65.5159,0.8439,0.1901
user_124,7,deal_hunter,6,27.0,25.0,0.0,11.0962,16.0,16.0,45.7942,97.4888,0.8529,0.1167
user_124,8,deal_hunter,6,45.0,28.0,0.0,4.0221,17.0,15.0,31.6244,138.8558,0.7122,0.0873
user_124,9,deal_hunter,6,47.0,28.0,1.0,6.1421,19.0,18.0,31.2479,86.3831,0.8677,0.2412
user_124,10,deal_hunter,6,54.0,22.0,5.0,10.5054,16.0,15.0,31.7486,61.1153,0.9108,0.1953
user_125,1,loyal_customer,2,17.0,8.0,2.0,6.8412,5.0,3.0,27.5865,384.4205,0.3217,0.0328
user_125,2,loyal_customer,2,15.0,8.0,2.0,7.6307,3.0,4.0,15.1128,224.2551,0.4306,0.0271
user_125,3,loyal_customer,2,13.0,14.0,1.0,3.4238,2.0,7.0,23.8685,212.701,0.2759,0.0352
user_125,4,loyal_customer,2,14.0,14.0,3.0,7.2607,3.0,6.0,21.6277,377.1639,0.4426,0.0458
user_125,5,loyal_customer,2,13.0,13.0,3.0,5.3677,3.0,3.0,12.5441,248.9853,0.2814,0.0217
user_125,6,loyal_customer,2,14.0,19.0,3.0,5.3227,4.0,3.0,21.7808,213.5631,0.2777,0.0295
user_125,7,loyal_customer,2,17.0,9.0,3.0,7.2122,5.0,3.0,22.7691,385.7425,0.2636,0.0124
user_125,8,loyal_customer,2,14.0,19.0,3.0,3.3706,3.0,6.0,19.3747,249.6648,0.2411,0.0375
user_125,9,loyal_customer,2,13.0,8.0,1.0,6.1228,5.0,5.0,26.6307,265.8881,0.4212,0.0151
user_125,10,loyal_customer,2,15.0,8.0,2.0,3.8058,4.0,7.0,23.9797,264.06,0.3593,0.0159
user_126,1,price_sensitive,3,28.0,14.0,3.0,3.2734,8.0,10.0,33.0537,156.1482,0.7872,0.1666
user_126,2,price_sensitive,3,19.0,26.0,1.0,8.1388,12.0,15.0,15.3182,185.2466,0.791,0.1803
user_126,3,price_sensitive,3,26.0,18.0,2.0,6.5536,6.0,10.0,26.2359,184.2721,0.8759,0.069
user_126,4,price_sensitive,3,24.0,17.0,1.0,7.1689,13.0,11.0,25.0291,135.0964,0.6809,0.1474
user_126,5,price_sensitive,3,18.0,10.0,1.0,6.351,5.0,17.0,22.2949,126.1307,0.7197,0.1353
user_126,6,price_sensitive,3,28.0,20.0,2.0,5.5759,8.0,11.0,37.422,186.7157,0.9281,0.194
user_126,7,price_sensitive,3,31.0,21.0,2.0,3.9158,9.0,13.0,27.3447,118.5538,0.6028,0.1165
user_126,8,price_sensitive,3,24.0,13.0,2.0,6.2144,13.0,22.0,38.7295,139.7729,0.6483,0.0888
user_126,9,price_sensitive,3,21.0,10.0,3.0,4.1944,11.0,21.0,29.5277,74.4405,0.6772,0.0853
user_126,10,price_sensitive,3,29.0,16.0,3.0,4.3447,6.0,18.0,35.1959,150.9642,0.6143,0.1026
user_127,1,window_shopper,4,9.0,25.0,0.0,3.4523,1.0,1.0,9.1178,246.6642,0.7977,0.0201
user_127,2,window_shopper,4,5.0,16.0,0.0,3.8029,1.0,4.0,3.1001,485.1396,0.7232,0.0146
user_127,3,window_shopper,4,5.0,21.0,0.0,1.1258,0.0,2.0,6.8205,517.0222,0.6398,0.0293
user_127,4,window_shopper,4,6.0,24.0,0.0,1.9265,1.0,4.0,10.755,201.3079,0.5782,0.049
user_127,5,window_shopper,4,9.0,19.0,0.0,1.6697,0.0,3.0,5.4383,298.866,0.6205,0.0309
user_127,6,window_shopper,4,9.0,21.0,0.0,3.55,0.0,1.0,3.3769,352.0226,0.4298,0.0196
user_127,7,window_shopper,4,4.0,18.0,0.0,1.7244,0.0,1.0,5.7213,122.46,0.6783,0.0417
user_127,8,window_shopper,4,9.0,20.0,0.0,2.8519,1.0,1.0,10.1073,196.9382,0.7667,0.0251
user_127,9,window_shopper,4,9.0,18.0,0.0,2.4835,0.0,3.0,8.1292,346.067,0.659,0.0439
user_127,10,window_shopper,4,8.0,11.0,0.0,1.3453,1.0,2.0,4.9092,246.7726,0.6358,0.0118
user_128,1,loyal_customer,2,10.0,11.0,3.0,7.3125,4.0,7.0,12.5604,338.7968,0.2644,0.0491
user_128,2,loyal_customer,2,11.0,10.0,3.0,4.0241,3.0,6.0,14.0174,343.5651,0.4138,0.0354
user_128,3,loyal_customer,2,13.0,13.0,5.0,7.0109,2.0,7.0,10.6413,161.3952,0.3034,0.0135
user_128,4,loyal_customer,2,7.0,17.0,3.0,5.8345,3.0,6.0,23.0962,321.2136,0.4797,0.0159
user_128,5,loyal_customer,2,9.0,9.0,5.0,5.7591,2.0,6.0,13.4303,291.2123,0.411,0.0181
user_128,6,loyal_customer,2,12.0,17.0,4.0,3.1359,2.0,3.0,29.9011,384.4542,0.2013,0.0454
user_128,7,loyal_customer,2,11.0,15.0,5.0,5.3627,3.0,5.0,12.2455,331.6851,0.4833,0.0344
user_128,8,loyal_customer,2,13.0,8.0,5.0,7.0823,5.0,7.0,18.6791,170.7294,0.2307,0.0288
user_128,9,loyal_customer,2,12.0,15.0,4.0,7.5744,5.0,3.0,20.753,298.2765,0.363,0.014
user_128,10,loyal_customer,2,11.0,17.0,4.0,3.943,5.0,4.0,23.8562,283.03,0.3303,0.0255
user_129,1,price_sensitive,3,30.0,21.0,2.0,4.5321,11.0,24.0,33.0239,185.6123,0.6118,0.1171
user_129,2,price_sensitive,3,28.0,13.0,2.0,3.002,10.0,21.0,38.1061,79.8653,0.8239,0.1467
user_129,3,price_sensitive,3,16.0,19.0,2.0,3.9076,10.0,11.0,37.5417,114.3942,0.885,0.1083
user_129,4,price_sensitive,3,29.0,14.0,3.0,8.9944,12.0,24.0,34.1543,97.1817,0.6797,0.111
user_129,5,price_sensitive,3,28.0,20.0,1.0,5.7091,5.0,12.0,34.0362,62.0773,0.8311,0.0906
user_129,6,price_sensitive,3,22.0,28.0,2.0,7.6863,11.0,11.0,24.3526,149.2009,0.8282,0.1791
user_129,7,price_sensitive,3,16.0,22.0,3.0,3.6806,5.0,17.0,15.3777,184.741,0.7845,0.1775
user_129,8,price_sensitive,3,20.0,21.0,1.0,5.7068,12.0,10.0,20.1163,59.7485,0.6278,0.164
user_129,9,price_sensitive,3,22.0,13.0,1.0,5.2875,11.0,20.0,33.8836,158.1902,0.7323,0.0616
user_129,10,price_sensitive,3,19.0,11.0,2.0,3.4492,12.0,22.0,25.4875,68.2124,0.6365,0.1845
user_130,1,deal_hunter,6,45.0,31.0,7.0,11.483,14.0,27.0,46.2583,123.3351,0.793,0.2022
user_130,2,deal_hunter,6,43.0,20.0,5.0,9.0142,12.0,17.0,26.3524,55.0133,0.9577,0.099
user_130,3,deal_hunter,6,45.0,21.0,6.0,9.933,11.0,20.0,25.9877,126.0037,0.7133,0.1002
user_130,4,deal_hunter,6,32.0,27.0,1.0,8.4392,16.0,12.0,48.3738,56.5796,0.9228,0.0802
user_130,5,deal_hunter,6,53.0,30.0,0.0,10.6335,18.0,24.0,21.7095,51.7416,0.7828,0.1174
user_130,6,deal_hunter,6,29.0,24.0,1.0,7.8049,14.0,17.0,41.2099,115.2693,0.8508,0.1378
user_130,7,deal_hunter,6,36.0,19.0,7.0,6.6677,17.0,20.0,40.2948,40.6403,0.8497,0.1533
user_130,8,deal_hunter,6,52.0,17.0,1.0,9.3616,12.0,15.0,47.5802,149.4725,0.7593,0.2178
user_130,9,deal_hunter,6,26.0,33.0,9.0,7.448,19.0,27.0,33.208,137.8132,0.7747,0.2164
user_130,10,deal_hunter,6,43.0,27.0,1.0,11.8965,10.0,15.0,40.9797,62.5477,0.9827,0.0841
user_131,1,window_shopper,4,7.0,25.0,0.0,3.7445,1.0,1.0,4.0204,206.0986,0.7107,0.021
user_131,2,window_shopper,4,6.0,23.0,0.0,3.8546,1.0,4.0,10.9351,430.3724,0.4608,0.0372
user_131,3,window_shopper,4,5.0,22.0,0.0,1.6753,0.0,1.0,8.016,400.8512,0.8841,0.0427
user_131,4,window_shopper,4,3.0,25.0,0.0,1.0249,1.0,2.0,4.7973,398.5997,0.4973,0.0183
user_131,5,window_shopper,4,4.0,18.0,0.0,3.1411,1.0,3.0,3.0566,171.0717,0.5116,0.0136
user_131,6,window_shopper,4,5.0,12.0,0.0,2.2309,0.0,4.0,9.7502,493.8604,0.6871,0.0045
user_131,7,window_shopper,4,9.0,17.0,0.0,3.8969,0.0,1.0,9.3418,520.9693,0.6699,0.0162
user_131,8,window_shopper,4,7.0,14.0,0.0,2.5368,0.0,2.0,11.3686,471.9416,0.5207,0.0293
user_131,9,window_shopper,4,4.0,24.0,0.0,2.4564,1.0,4.0,11.5606,544.7871,0.6287,0.0318
user_131,10,window_shopper,4,5.0,18.0,0.0,2.0032,0.0,1.0,3.6182,172.5698,0.6731,0.0031
user_132,1,gift_buyer,7,11.0,5.0,2.0,2.0162,1.0,3.0,9.3987,918.4199,0.6192,0.0322
user_132,2,gift_buyer,7,13.0,8.0,1.0,2.2804,1.0,5.0,4.5489,766.1894,0.535,0.0223
user_132,3,gift_buyer,7,8.0,5.0,1.0,1.5024,2.0,3.0,3.2897,591.0703,0.3185,0.0334
user_132,4,gift_buyer,7,9.0,6.0,2.0,3.6204,1.0,3.0,8.5943,1090.8101,0.3419,0.0544
user_132,5,gift_buyer,7,5.0,6.0,2.0,1.3961,2.0,5.0,6.3187,648.4784,0.5234,0.0555
user_132,6,gift_buyer,7,9.0,5.0,2.0,3.5788,3.0,4.0,6.2125,913.7965,0.4625,0.041
user_132,7,gift_buyer,7,5.0,5.0,1.0,3.1889,1.0,7.0,9.7406,683.7294,0.5169,0.0188
user_132,8,gift_buyer,7,10.0,4.0,2.0,1.3927,3.0,5.0,8.3138,514.6782,0.5671,0.0405
user_132,9,gift_buyer,7,10.0,5.0,1.0,1.81,1.0,6.0,3.4467,1404.1472,0.6265,0.0193
user_132,10,gift_buyer,7,9.0,5.0,1.0,3.4956,3.0,6.0,5.6228,1073.9688,0.3232,0.0446
user_133,1,gift_buyer,7,11.0,6.0,1.0,2.6683,3.0,4.0,6.1146,1053.4739,0.5636,0.0424
user_133,2,gift_buyer,7,6.0,6.0,1.0,1.5747,1.0,4.0,9.2941,1415.9036,0.3204,0.0102
user_133,3,gift_buyer,7,11.0,4.0,2.0,2.5419,3.0,7.0,3.2326,1414.985,0.4918,0.0205
user_133,4,gift_buyer,7,5.0,3.0,1.0,3.5712,1.0,4.0,3.6822,755.7676,0.5541,0.0455
user_133,5,gift_buyer,7,6.0,5.0,2.0,1.1897,2.0,5.0,8.9283,1196.1968,0.6622,0.0582
user_133,6,gift_buyer,7,13.0,7.0,1.0,3.3773,1.0,6.0,3.3734,1354.5403,0.5142,0.0385
user_133,7,gift_buyer,7,14.0,9.0,2.0,1.4365,1.0,7.0,6.2864,1386.654,0.5078,0.0571
user_133,8,gift_buyer,7,6.0,4.0,1.0,3.6255,3.0,4.0,5.476,813.5157,0.6091,0.039
user_133,9,gift_buyer,7,14.0,9.0,2.0,3.28,1.0,7.0,3.6614,655.1272,0.4708,0.0502
user_133,10,gift_buyer,7,12.0,4.0,2.0,2.4501,2.0,5.0,3.4277,992.5506,0.398,0.0501
user_134,1,researcher,1,45.0,17.0,1.0,10.8947,5.0,19.0,42.9361,749.5304,0.8728,0.0458
user_134,2,researcher,1,44.0,15.0,2.0,12.4821,2.0,18.0,54.5419,571.8409,0.5966,0.071
user_134,3,researcher,1,31.0,16.0,2.0,13.3293,4.0,17.0,53.8624,144.7065,0.5142,0.0407
user_134,4,researcher,1,35.0,39.0,2.0,8.1325,2.0,9.0,28.8027,371.9718,0.8896,0.078
user_134,5,researcher,1,44.0,31.0,2.0,7.1374,3.0,19.0,36.9872,207.0733,0.8629,0.0608
user_134,6,researcher,1,39.0,22.0,1.0,14.8208,5.0,9.0,23.1993,162.878,0.7658,0.0679
user_134,7,researcher,1,42.0,28.0,2.0,7.3325,2.0,10.0,21.231,532.2239,0.8423,0.0585
user_134,8,researcher,1,44.0,29.0,1.0,11.0971,2.0,13.0,51.0918,682.4663,0.6626,0.0371
user_134,9,researcher,1,25.0,38.0,1.0,7.0989,5.0,14.0,20.7844,569.9576,0.7354,0.0919
user_134,10,researcher,1,45.0,25.0,2.0,5.7012,2.0,12.0,35.9424,219.1068,0.6146,0.0411
user_135,1,gift_buyer,7,13.0,9.0,2.0,2.7991,2.0,5.0,9.2166,710.8514,0.3897,0.0598
user_135,2,gift_buyer,7,9.0,5.0,2.0,3.8582,2.0,5.0,5.1794,403.6969,0.6058,0.0238
user_135,3,gift_buyer,7,11.0,7.0,2.0,2.8289,1.0,4.0,5.3438,548.9494,0.6199,0.0331
user_135,4,gift_buyer,7,14.0,8.0,2.0,3.6876,2.0,3.0,9.8555,664.7709,0.6282,0.0248
user_135,5,gift_buyer,7,5.0,3.0,1.0,2.338,3.0,3.0,7.7293,1008.9647,0.3029,0.0519
user_135,6,gift_buyer,7,6.0,4.0,2.0,3.8422,3.0,3.0,4.5183,1009.9642,0.5996,0.0106
user_135,7,gift_buyer,7,14.0,6.0,2.0,1.0789,2.0,4.0,9.5163,498.4886,0.5462,0.0271
user_135,8,gift_buyer,7,8.0,3.0,2.0,1.9547,1.0,6.0,7.1457,1452.5355,0.618,0.0273
user_135,9,gift_buyer,7,6.0,6.0,2.0,3.2814,2.0,3.0,5.0713,1195.7841,0.3929,0.0524
user_135,10,gift_buyer,7,12.0,6.0,1.0,1.2992,1.0,5.0,4.928,453.7997,0.3772,0.0304
user_136,1,window_shopper,4,6.0,18.0,0.0,1.3985,0.0,1.0,5.9009,473.6625,0.4128,0.0129
user_136,2,window_shopper,4,6.0,18.0,0.0,1.1741,1.0,2.0,11.6201,313.398,0.5782,0.0499
user_136,3,window_shopper,4,5.0,27.0,0.0,2.1257,0.0,1.0,4.7546,356.1115,0.6194,0.0135
user_136,4,window_shopper,4,6.0,14.0,0.0,3.4535,0.0,1.0,5.4558,205.0528,0.5476,0.0424
user_136,5,window_shopper,4,5.0,17.0,0.0,1.86,1.0,1.0,3.2873,396.9791,0.8368,0.0205
user_136,6,window_shopper,4,9.0,19.0,0.0,2.4751,1.0,3.0,7.6495,103.8195,0.4392,0.0361
user_136,7,window_shopper,4,4.0,29.0,0.0,3.3543,0.0,3.0,8.2336,550.6876,0.4107,0.0078
user_136,8,window_shopper,4,8.0,18.0,0.0,1.3957,1.0,3.0,6.5554,589.7208,0.4552,0.0051
user_136,9,window_shopper,4,5.0,25.0,0.0,1.9365,1.0,1.0,4.8001,330.036,0.5326,0.0226
user_136,10,window_shopper,4,5.0,10.0,0.0,3.773,0.0,2.0,8.4307,556.5633,0.6799,0.0299
user_137,1,impulse_buyer,0,29.0,11.0,3.0,2.0095,6.0,2.0,6.1449,253.5356,0.5281,0.1923
user_137,2,impulse_buyer,0,33.0,12.0,6.0,2.7508,8.0,2.0,8.2108,399.9403,0.5063,0.2615
user_137,3,impulse_buyer,0,24.0,6.0,5.0,1.9842,6.0,2.0,11.361,465.3148,0.6063,0.3184
user_137,4,impulse_buyer,0,34.0,10.0,5.0,2.3525,9.0,2.0,13.2902,496.5053,0.71,0.2737
user_137,5,impulse_buyer,0,26.0,7.0,5.0,1.715,9.0,3.0,5.4374,149.2013,0.5793,0.1858
user_137,6,impulse_buyer,0,37.0,12.0,3.0,0.6685,9.0,2.0,13.5184,261.5591,0.3388,0.2356
user_137,7,impulse_buyer,0,20.0,14.0,6.0,1.0657,7.0,3.0,13.5756,466.6541,0.5155,0.1797
user_137,8,impulse_buyer,0,30.0,14.0,5.0,2.0027,8.0,4.0,11.8841,249.8212,0.3834,0.2076
user_137,9,impulse_buyer,0,18.0,9.0,3.0,1.3647,8.0,3.0,5.2545,358.329,0.6185,0.1852
user_137,10,impulse_buyer,0,25.0,5.0,3.0,2.1928,9.0,4.0,8.6459,187.157,0.794,0.2135
user_138,1,price_sensitive,3,21.0,22.0,1.0,4.6927,9.0,15.0,21.8899,154.029,0.7491,0.1275
user_138,2,price_sensitive,3,25.0,24.0,1.0,8.9635,13.0,10.0,21.5934,98.6351,0.7086,0.1472
user_138,3,price_sensitive,3,29.0,10.0,1.0,3.9371,12.0,19.0,24.5166,129.1358,0.6103,0.0587
user_138,4,price_sensitive,3,30.0,24.0,2.0,9.1532,5.0,22.0,19.5437,64.7023,0.865,0.1834
user_138,5,price_sensitive,3,28.0,26.0,3.0,7.0174,5.0,11.0,39.1288,140.1797,0.8846,0.1475
user_138,6,price_sensitive,3,18.0,18.0,1.0,5.2418,8.0,21.0,17.8823,97.7047,0.6109,0.0907
user_138,7,price_sensitive,3,18.0,21.0,1.0,5.5128,8.0,13.0,34.9193,176.3646,0.7404,0.1145
user_138,8,price_sensitive,3,24.0,28.0,3.0,4.0422,5.0,16.0,24.1679,117.8115,0.6549,0.1523
user_138,9,price_sensitive,3,17.0,17.0,2.0,3.315,6.0,17.0,31.4261,70.3266,0.7729,0.0729
user_138,10,price_sensitive,3,25.0,14.0,1.0,3.2304,13.0,12.0,15.4582,131.788,0.8547,0.1433
user_139,1,brand_loyal,5,15.0,8.0,3.0,2.4265,2.0,1.0,12.599,352.0257,0.1541,0.0647
user_139,2,brand_loyal,5,9.0,9.0,4.0,4.1037,2.0,2.0,12.1854,304.6942,0.2079,0.0458
user_139,3,brand_loyal,5,8.0,9.0,2.0,2.6596,2.0,1.0,14.9094,319.0097,0.1084,0.0331
user_139,4,brand_loyal,5,12.0,10.0,3.0,5.8834,3.0,3.0,11.4546,375.662,0.2393,0.0726
user_139,5,brand_loyal,5,16.0,7.0,3.0,5.3434,3.0,3.0,11.3251,375.4999,0.236,0.0599
user_139,6,brand_loyal,5,9.0,9.0,4.0,3.4773,2.0,1.0,8.3879,345.0416,0.0633,0.0213
user_139,7,brand_loyal,5,17.0,9.0,2.0,5.0581,2.0,3.0,6.3318,347.5288,0.2109,0.0675
user_139,8,brand_loyal,5,8.0,11.0,4.0,2.8694,3.0,3.0,11.1536,365.5399,0.1664,0.0778
user_139,9,brand_loyal,5,17.0,5.0,4.0,2.241,4.0,3.0,13.9529,380.7506,0.214,0.0796
user_139,10,brand_loyal,5,10.0,8.0,4.0,3.3197,2.0,1.0,11.2137,328.8112,0.2343,0.0495
user_140,1,researcher,1,24.0,24.0,2.0,5.6931,2.0,17.0,43.9053,617.2513,0.5131,0.0633
user_140,2,researcher,1,20.0,25.0,2.0,7.0426,3.0,17.0,34.3497,796.9516,0.7161,0.0589
user_140,3,researcher,1,25.0,16.0,1.0,13.6896,3.0,13.0,20.0299,515.8955,0.8237,0.0695
user_140,4,researcher,1,36.0,37.0,2.0,7.4582,3.0,13.0,38.528,440.7797,0.9207,0.071
user_140,5,researcher,1,38.0,37.0,2.0,8.7582,3.0,16.0,44.9182,412.8119,0.8501,0.0376
user_140,6,researcher,1,34.0,34.0,2.0,13.5313,3.0,10.0,57.3041,187.661,0.6719,0.0223
user_140,7,researcher,1,46.0,20.0,1.0,7.854,2.0,10.0,24.3793,776.0857,0.5787,0.0718
user_140,8,researcher,1,30.0,39.0,2.0,9.7963,2.0,18.0,20.1947,388.8748,0.5452,0.0607
user_140,9,researcher,1,24.0,27.0,2.0,14.8801,4.0,13.0,49.3045,579.3076,0.5954,0.0391
user_140,10,researcher,1,41.0,29.0,2.0,7.068,2.0,18.0,34.6445,172.5457,0.8161,0.044
user_141,1,impulse_buyer,0,20.0,7.0,6.0,1.3149,8.0,3.0,12.1115,423.8004,0.4743,0.124
user_141,2,impulse_buyer,0,23.0,5.0,4.0,2.5943,7.0,4.0,12.3522,183.6286,0.5707,0.2739
user_141,3,impulse_buyer,0,21.0,14.0,3.0,1.7916,5.0,2.0,14.9625,486.1677,0.5791,0.3207
user_141,4,impulse_buyer,0,37.0,13.0,3.0,1.373,7.0,4.0,13.8709,411.9502,0.621,0.121
user_141,5,impulse_buyer,0,22.0,8.0,6.0,1.9517,10.0,1.0,11.635,102.0246,0.3804,0.2372
user_141,6,impulse_buyer,0,36.0,7.0,7.0,1.0607,5.0,4.0,7.3725,230.1599,0.6732,0.2624
user_141,7,impulse_buyer,0,21.0,7.0,3.0,1.2702,8.0,3.0,8.6772,206.0809,0.422,0.3433
user_141,8,impulse_buyer,0,27.0,7.0,5.0,1.586,9.0,2.0,11.451,367.5696,0.7321,0.1575
user_141,9,impulse_buyer,0,30.0,7.0,6.0,0.5608,5.0,4.0,6.7711,476.1834,0.777,0.3287
user_141,10,impulse_buyer,0,17.0,13.0,7.0,2.8208,5.0,2.0,14.6665,485.448,0.7265,0.1736
user_142,1,impulse_buyer,0,25.0,5.0,5.0,1.7782,5.0,3.0,10.7728,446.2309,0.7904,0.2019
user_142,2,impulse_buyer,0,33.0,8.0,7.0,1.6912,11.0,1.0,5.5947,101.2671,0.6201,0.1746
user_142,3,impulse_buyer,0,22.0,7.0,5.0,1.6208,9.0,3.0,11.2659,470.553,0.3096,0.2192
user_142,4,impulse_buyer,0,36.0,7.0,4.0,0.8361,10.0,1.0,8.5872,421.7749,0.4394,0.1527
user_142,5,impulse_buyer,0,39.0,7.0,5.0,1.0016,6.0,1.0,5.8981,100.927,0.3221,0.1854
user_142,6,impulse_buyer,0,19.0,5.0,7.0,0.5142,9.0,4.0,11.5854,406.4464,0.723,0.2534
user_142,7,impulse_buyer,0,22.0,11.0,3.0,2.3079,10.0,4.0,11.8741,109.7994,0.4531,0.2373
user_142,8,impulse_buyer,0,28.0,6.0,7.0,2.8878,7.0,2.0,7.9957,130.7448,0.5503,0.2986
user_142,9,impulse_buyer,0,30.0,10.0,6.0,0.863,6.0,1.0,11.6685,184.445,0.7317,0.2003
user_142,10,impulse_buyer,0,37.0,12.0,5.0,0.5551,11.0,1.0,13.4223,319.5922,0.4096,0.1084
user_143,1,impulse_buyer,0,15.0,7.0,5.0,2.2411,11.0,2.0,6.7169,300.0451,0.506,0.3176
user_143,2,impulse_buyer,0,16.0,5.0,7.0,0.793,9.0,3.0,6.4284,376.8295,0.4031,0.198
user_143,3,impulse_buyer,0,31.0,7.0,4.0,1.7695,9.0,1.0,5.1812,417.1032,0.3345,0.2186
user_143,4,impulse_buyer,0,29.0,9.0,5.0,2.2216,8.0,4.0,5.0998,389.3775,0.5678,0.309
user_143,5,impulse_buyer,0,39.0,10.0,3.0,1.7127,7.0,2.0,12.9156,280.5176,0.3917,0.3137
user_143,6,impulse_buyer,0,27.0,7.0,5.0,0.6892,10.0,1.0,13.0354,460.7096,0.4017,0.1167
user_143,7,impulse_buyer,0,36.0,10.0,6.0,0.9543,8.0,3.0,5.6656,359.3272,0.3371,0.1939
user_143,8,impulse_buyer,0,27.0,10.0,6.0,2.993,7.0,2.0,8.2116,188.0445,0.4753,0.1931
user_143,9,impulse_buyer,0,37.0,8.0,5.0,1.4237,7.0,2.0,8.4994,471.7154,0.4896,0.3078
user_143,10,impulse_buyer,0,31.0,13.0,6.0,2.08,6.0,1.0,6.0368,119.4631,0.5905,0.2065
user_144,1,impulse_buyer,0,22.0,8.0,4.0,2.1233,9.0,3.0,5.6401,429.8973,0.4462,0.211
user_144,2,impulse_buyer,0,39.0,8.0,7.0,1.6738,8.0,4.0,6.0539,405.7763,0.5048,0.2638
user_144,3,impulse_buyer,0,15.0,10.0,7.0,0.9012,9.0,1.0,6.8565,365.6878,0.7408,0.3035
user_144,4,impulse_buyer,0,34.0,7.0,5.0,2.5146,5.0,4.0,14.2456,277.3226,0.5767,0.1637
user_144,5,impulse_buyer,0,34.0,12.0,3.0,2.5703,10.0,4.0,13.0932,414.5431,0.6161,0.1934
user_144,6,impulse_buyer,0,21.0,5.0,3.0,0.7564,5.0,2.0,10.5337,301.253,0.3969,0.3147
user_144,7,impulse_buyer,0,24.0,11.0,3.0,1.362,7.0,2.0,9.3921,344.2187,0.3802,0.2684
user_144,8,impulse_buyer,0,27.0,8.0,7.0,0.9132,9.0,2.0,10.3189,415.7729,0.4484,0.2353
user_144,9,impulse_buyer,0,31.0,14.0,5.0,1.1038,6.0,3.0,6.0535,188.9445,0.5596,0.2519
user_144,10,impulse_buyer,0,28.0,11.0,5.0,1.3392,10.0,4.0,10.7191,494.4987,0.5074,0.2885
user_145,1,brand_loyal,5,9.0,10.0,3.0,4.2349,3.0,2.0,10.1949,517.938,0.0717,0.0374
user_145,2,brand_loyal,5,17.0,5.0,4.0,3.9205,2.0,2.0,13.7594,565.7598,0.2139,0.0219
user_145,3,brand_loyal,5,10.0,10.0,3.0,3.856,4.0,2.0,12.9343,538.933,0.208,0.0466
user_145,4,brand_loyal,5,8.0,9.0,4.0,4.8159,2.0,2.0,14.1575,536.6538,0.1622,0.0572
user_145,5,brand_loyal,5,13.0,11.0,4.0,5.8253,4.0,1.0,11.1675,560.157,0.077,0.0512
user_145,6,brand_loyal,5,13.0,5.0,3.0,4.3718,2.0,2.0,10.7892,534.1075,0.1611,0.0341
user_145,7,brand_loyal,5,13.0,9.0,3.0,5.9918,2.0,3.0,5.193,525.2324,0.1676,0.0777
user_145,8,brand_loyal,5,12.0,7.0,3.0,4.807,2.0,3.0,7.5051,583.0739,0.0758,0.0755
user_145,9,brand_loyal,5,14.0,10.0,4.0,2.2094,4.0,2.0,5.1387,574.8295,0.2279,0.0305
user_145,10,brand_loyal,5,10.0,10.0,2.0,4.7192,3.0,3.0,9.4918,565.2614,0.0881,0.0547
user_146,1,window_shopper,4,4.0,23.0,0.0,2.9062,0.0,4.0,8.363,528.558,0.8314,0.0259
user_146,2,window_shopper,4,5.0,18.0,0.0,1.5349,0.0,1.0,10.5337,587.9798,0.4441,0.0407
user_146,3,window_shopper,4,4.0,26.0,0.0,1.3563,1.0,4.0,9.6029,503.8651,0.577,0.008
user_146,4,window_shopper,4,4.0,19.0,0.0,1.164,1.0,4.0,10.1328,174.5489,0.8908,0.0368
user_146,5,window_shopper,4,6.0,20.0,0.0,2.8341,1.0,2.0,8.0437,136.8305,0.6724,0.0276
